text,intent,domain,split,in_scope
can you assure me i have a table at taco bell at 7pm,confirm_reservation,kitchen_and_dining,train,True
is my 10am village inn reservation valid,confirm_reservation,kitchen_and_dining,train,True
please confirm my reservation for morton's at 5 pm,confirm_reservation,kitchen_and_dining,train,True
do i have reservations at o'neal's at 3 pm,confirm_reservation,kitchen_and_dining,train,True
is my reservation confirmed for lu shi at 7 pm,confirm_reservation,kitchen_and_dining,train,True
confirm my reservation at dino's at 6 pm,confirm_reservation,kitchen_and_dining,train,True
please tell me if my reservation is scheduled for sally's at 3 pm,confirm_reservation,kitchen_and_dining,train,True
check to see if i have reservations at prado at 6 pm,confirm_reservation,kitchen_and_dining,train,True
tell me if i have reservations at the back abbey at 6 pm,confirm_reservation,kitchen_and_dining,train,True
do you know if my reservation for dono is confirmed at 8 pm,confirm_reservation,kitchen_and_dining,train,True
do i have reservations at creme at 7 pm,confirm_reservation,kitchen_and_dining,train,True
i need to know if i have reservations at arufflo at 5 pm,confirm_reservation,kitchen_and_dining,train,True
i really need you to confirm my reservation for kevin at red robin,confirm_reservation,kitchen_and_dining,train,True
can you confirm my reservation for kevin at red robin,confirm_reservation,kitchen_and_dining,train,True
i wanna confirm my reservation for 2/20 at 8 pm,confirm_reservation,kitchen_and_dining,train,True
i'd like to confirm my reservation for 2/20 at 8 pm,confirm_reservation,kitchen_and_dining,train,True
i would like for you to confirm my reservation for red robin at 5 pm,confirm_reservation,kitchen_and_dining,train,True
i must confirm my reservation for 2/20 at 8 pm,confirm_reservation,kitchen_and_dining,train,True
i really want to confirm that i have a reservation at red robin for josh,confirm_reservation,kitchen_and_dining,train,True
i need you to confirm my reservation for kevin at red robin,confirm_reservation,kitchen_and_dining,train,True
will you confirm my reservation for red robin at 10,confirm_reservation,kitchen_and_dining,train,True
i wanna try and confirm that i have a reservation at red robin for josh,confirm_reservation,kitchen_and_dining,train,True
i need to confirm that i have a reservation at red robin for josh,confirm_reservation,kitchen_and_dining,train,True
please confirm my reservation for red robin at 9,confirm_reservation,kitchen_and_dining,train,True
i wish to confirm that i have a reservation at red robin for josh,confirm_reservation,kitchen_and_dining,train,True
i need to confirm my reservation for 2/20 at 8 pm,confirm_reservation,kitchen_and_dining,train,True
go ahead and confirm my reservation for kevin at red robin,confirm_reservation,kitchen_and_dining,train,True
please confirm my reservation for 2/20 at 8 pm,confirm_reservation,kitchen_and_dining,train,True
confirm my reservation for red robin at 8,confirm_reservation,kitchen_and_dining,train,True
i need you to confirm my reservation for outback steakhouse at 6,confirm_reservation,kitchen_and_dining,train,True
please confirm my reservation for kevin at red robin,confirm_reservation,kitchen_and_dining,train,True
i'd like to confirm that i have a reservation at red robin for josh,confirm_reservation,kitchen_and_dining,train,True
will you make sure robert has a reservation at ruth's steakhouse,confirm_reservation,kitchen_and_dining,train,True
do i still have the reservation on march 21 at 8pm,confirm_reservation,kitchen_and_dining,train,True
can you check that there's a reservation for mark at sidetracks,confirm_reservation,kitchen_and_dining,train,True
will you check there is a reservation for laura at black pearl,confirm_reservation,kitchen_and_dining,train,True
i need to make sure there is a reservation for george at connor oneil's,confirm_reservation,kitchen_and_dining,train,True
can you confirm my reservation for 6 pm on the 13th of february,confirm_reservation,kitchen_and_dining,train,True
can you confirm i have a reservation at 5 pm on march 13th,confirm_reservation,kitchen_and_dining,train,True
can you confirm my reservation for 8 pm on the 7th of november,confirm_reservation,kitchen_and_dining,train,True
please confirm i have a reservation for 2 pm on february 21st,confirm_reservation,kitchen_and_dining,train,True
can you verify mike has a reservation at black rock at 6 pm,confirm_reservation,kitchen_and_dining,train,True
i want my reservation for march 1 at 8 pm confirmed,confirm_reservation,kitchen_and_dining,train,True
will you please confirm my reservation for march 11 at 6:30 pm,confirm_reservation,kitchen_and_dining,train,True
i would like you to confirm my reservation for next saturday at 11 am,confirm_reservation,kitchen_and_dining,train,True
i need you to confirm my reservation for tomorrow at 3 pm,confirm_reservation,kitchen_and_dining,train,True
check to confirm my reservation for february 22 at noon,confirm_reservation,kitchen_and_dining,train,True
i would like to try and confirm that i have a reservation at houlihan’s for mike,confirm_reservation,kitchen_and_dining,train,True
i would like to try and confirm that i have a reservation at the seven dwarves for peter,confirm_reservation,kitchen_and_dining,train,True
i would like to try and confirm that i have a reservation at hu hot for paulie,confirm_reservation,kitchen_and_dining,train,True
i would like to try and confirm that i have a reservation at macaroni grill for saul,confirm_reservation,kitchen_and_dining,train,True
i would like to try and confirm that i have a reservation at chili’s for melinda,confirm_reservation,kitchen_and_dining,train,True
i would like to try and confirm that i have a reservation at macaroni grill for silva,confirm_reservation,kitchen_and_dining,train,True
i would like to try and confirm that i have a reservation at kelly's for moreno,confirm_reservation,kitchen_and_dining,train,True
i would like to try and confirm that i have a reservation at la palapa for bolding,confirm_reservation,kitchen_and_dining,train,True
i would like to try and confirm that i have a reservation at gusteau's for krystine,confirm_reservation,kitchen_and_dining,train,True
i would like to try and confirm that i have a reservation at chili's for jamie,confirm_reservation,kitchen_and_dining,train,True
can you confirm my reservation for jim at lawry's,confirm_reservation,kitchen_and_dining,train,True
can you confirm my reservation for dave at outback steakhouse,confirm_reservation,kitchen_and_dining,train,True
can you confirm my reservation for lance at morton's,confirm_reservation,kitchen_and_dining,train,True
can you confirm my reservation for steve at olive garden,confirm_reservation,kitchen_and_dining,train,True
can you confirm my reservation for jaime at red lobster,confirm_reservation,kitchen_and_dining,train,True
i'd like for you to make sure my reservation is there for charlie's under jack,confirm_reservation,kitchen_and_dining,train,True
can you check and see i have a reservation under alex for bon apetite,confirm_reservation,kitchen_and_dining,train,True
can you verify my reservation under steve for friendly's,confirm_reservation,kitchen_and_dining,train,True
make sure my reservation is happening for john at olive garden,confirm_reservation,kitchen_and_dining,train,True
double check my reservation under adam for outback steakhouse,confirm_reservation,kitchen_and_dining,train,True
please confirm my reservation for april 1st at 9am,confirm_reservation,kitchen_and_dining,train,True
please confirm my reservation for march 8th at 12:00,confirm_reservation,kitchen_and_dining,train,True
can you confirm my reservation for donnobys at 5:00,confirm_reservation,kitchen_and_dining,train,True
can you confirm my reservation for minnis at 4:00,confirm_reservation,kitchen_and_dining,train,True
please confirm my reservation for may 9th at 4pm,confirm_reservation,kitchen_and_dining,train,True
please confirm my reservation for march 1st at 2pm,confirm_reservation,kitchen_and_dining,train,True
can you confirm my reservation for torris at 7:00,confirm_reservation,kitchen_and_dining,train,True
can you confirm my reservation for applebees at 2:00,confirm_reservation,kitchen_and_dining,train,True
can you confirm my reservation for chillis at 8:00,confirm_reservation,kitchen_and_dining,train,True
